App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity,Category_Display
Anthem BC Anywhere,MEDICAL,2.6,496,24.0,100000,Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,0.36789554531490015,MEDICAL
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53.0,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004,PHOTOGRAPHY
Blur Image Background,PHOTOGRAPHY,3.9,129268,11.0,10000000,Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.643939393939394,PHOTOGRAPHY
HBO GO: Stream with TV Package,FAMILY,3.8,87734,32.0,10000000,Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,0.5216060351511479,FAMILY
Blood Pressure,MEDICAL,4.2,33033,7.4,5000000,Free,0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.5866809116809117,MEDICAL
Blood Pressure Log - MyDiary,MEDICAL,4.7,8347,2.6,500000,Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.5914018250499501,MEDICAL
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,1000000,Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.355830704018204,MEDICAL
High Blood Pressure Symptoms,MEDICAL,4.3,46,2.0,10000,Free,0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up,0.5663588588588588,MEDICAL
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14.0,1000000,Paid,$2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.5016910966315729,PERSONALIZATION
Beautiful Widgets Free,PERSONALIZATION,3.9,25035,14.0,1000000,Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.5222924031986531,PERSONALIZATION
HD Widgets,PERSONALIZATION,4.3,58614,26.0,1000000,Paid,$0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.5138021885521885,PERSONALIZATION
Color by Number – New Coloring Book,GAME,4.7,142308,24.0,5000000,Free,0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,0.5402294533544533,GAME
BZWBK24 mobile,FINANCE,4.5,64983,39.0,1000000,Free,0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up,0.5547810559006211,FINANCE
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19.0,5000000,Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.5859340659340659,TRAVEL_AND_LOCAL
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17.0,100000000,Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.5911111111111111,PERSONALIZATION
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363,1.8,5000000,Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.5946428571428571,TOOLS
Brit + Co,LIFESTYLE,3.9,987,4.5,10000,Free,0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up,0.5189175234487734,LIFESTYLE
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,3.9,500000,Free,0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,0.4980359041543252,வணிகம்
CW Seed,FAMILY,4.5,16391,13.0,500000,Free,0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,0.5177009847148736,FAMILY
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22.0,10000000,Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.5888655462184874,PHOTOGRAPHY
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59.0,10000000,Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.5058891112561748,FAMILY
DRAGON BALL LEGENDS,GAME,4.6,338742,48.0,5000000,Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.5191072965821683,GAME
DC Super Hero Girls™,FAMILY,4.3,43090,95.0,5000000,Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.5733266488413546,FAMILY
Babbel – Learn Languages,FAMILY,4.3,267787,21.0,10000000,Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.4983976758195508,FAMILY
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483782,20.0,10000000,Free,0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up,0.5064814814814815,COMMUNICATION
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412888,35.0,10000000,Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.5231201565923789,SOCIAL
Dude Perfect 2,GAME,4.5,401648,70.0,10000000,Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,0.5357966279447627,GAME
Dairy Queen,FOOD_AND_DRINK,3.6,742,43.0,100000,Free,0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up,0.37438271604938267,FOOD_AND_DRINK
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270,66.0,1000000,Free,0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up,0.47051000630182965,FOOD_AND_DRINK
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5,50000,Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.5326722544430877,FAMILY
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15.0,100000000,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.4570770895770896,TOOLS
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4.7,10000000,Free,0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up,0.5062402473518545,COMMUNICATION
Equestria Girls,FAMILY,4.3,392819,53.0,10000000,Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.550960435543769,FAMILY
Edmodo,FAMILY,4.1,200214,18.0,10000000,Free,0,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up,0.44355813234384667,FAMILY
Frozen Free Fall,FAMILY,4.3,1574546,37.0,50000000,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.5061268037518037,FAMILY
Google News,NEWS_AND_MAGAZINES,3.9,878065,13.0,1000000000,Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146,NEWS_AND_MAGAZINES
Amino: Communities and Chats,SOCIAL,4.8,1264084,62.0,10000000,Free,0,Teen,Social,"August 7, 2018",1.8.19179,4.0.3 and up,0.5375361254760332,SOCIAL
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,432160,15.0,10000000,Free,0,Everyone,Health & Fitness,"June 28, 2018",Varies with device,Varies with device,0.5552208555333555,HEALTH_AND_FITNESS
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86.0,10000,Free,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.49310152810152813,MEDICAL
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6,1000000,Free,0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.529429069607641,PHOTOGRAPHY
All Social Networks,SOCIAL,4.2,22650,1.5,1000000,Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,0.5138202177724237,SOCIAL
Farm Heroes Saga,FAMILY,4.4,7615646,71.0,100000000,Free,0,Everyone,Casual,"August 7, 2018",5.2.6,2.3 and up,0.44443435327298964,FAMILY
Fallout Shelter,FAMILY,4.6,2721923,25.0,10000000,Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,0.5136060292384971,FAMILY
Garena Free Fire,GAME,4.5,5534114,53.0,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.4941331211427365,GAME
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36981,4.0,1000000,Free,0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up,0.5538280971777065,COMMUNICATION
